Classe,Region,Level,Year,Pop_Prop,Pop_Bias,Pop_Bias_SE,Global_Acc,Allocation_Tot,Quantity_Tot,Producer_Acc,Producer_stdErr,User_Acc,User_stdErr
1.2. Formação Savânica,Cerrado,l3,2022,0.30081146647382656,-0.04148370520046933,0.00619290518576482,0.0,0.11676378229417239,0.04148370520046929,0.7748721893081618,0.013416058288715758,0.6680126674750769,0.011208458345476376
3.3. Floresta Plantada,Cerrado,l3,2022,0.023368663158166696,0.004511649360446982,0.001445371468517043,0.0,0.002873744174540449,0.004511649360446977,0.7866407902082945,0.030345670871082468,0.9385128675292631,0.037592523502455524
2.2. Formação Campestre (Campo),Cerrado,l3,2022,0.057605467193921775,-0.011930167308893468,0.0040970546182910635,0.0,0.04495708570745184,0.011930167308893451,0.5078621725460405,0.0189115382956377,0.4026832549281016,0.01459517085028528
3.1. Pastagem,Cerrado,l3,2022,0.27360941993073373,0.03408422353679824,0.004786912809650438,0.0,0.04648095760825788,0.03408422353679824,0.8136955261899171,0.012615451680174639,0.9150596539767827,0.014499942198359279
3.2.1. Lavoura Temporária,Cerrado,l3,2022,0.13137194926833126,-0.0012750988196180372,0.0021957195724328638,0.0,0.01630646808000752,0.0012750988196180146,0.9373295048121251,0.020900165439192868,0.9282317655166692,0.020575265488223346
3.4. Mosaico de Usos,Cerrado,l3,2022,0.08547600448149013,-0.03673592872105625,0.0034253025015065627,0.0,0.0,0.036735928721056244,1.0,0.028288995552561716,0.5702193973162204,0.015223474052454194
4.2. Infraestrutura Urbana,Cerrado,l3,2022,0.004586161617268367,0.0007908888368743225,0.0006461847876597414,0.0,0.000492982051324687,0.0007908888368743233,0.807072693220234,0.04137019670964707,0.9462533058725566,0.048873847664825915
"5.1. Rio, Lago e Oceano",Cerrado,l3,2022,0.0072421178221372335,0.0010671788566528704,0.0009207196298247328,0.0,0.0008427516126904098,0.0010671788566528695,0.8208567198235098,0.04195709457475471,0.9418159415941604,0.04906095154333523
3.2.2. Lavoura Perene,Cerrado,l3,2022,0.002252229754028559,0.00046840135296719596,0.0007998395822464032,0.0,0.0011597238950227925,0.00046840135296719564,0.614698480149287,0.08106798660364016,0.7425387234698421,0.10101442262531707
TOTAL,Cerrado,l3,2022,1.0,0.0,0.02943162285002759,77.7994945167421,13.058015478254207,9.142490005003701,0.777994945167417,0.016021266025522566,0.7779949451674161,0.01603953398599032
1.1. Formação Florestal,Cerrado,l3,Todos,0.1188579637271266,0.06222558153250142,0.0008330309657940714,0.0,0.031778139208301304,0.06222558153250006,0.5686264534712286,0.0018756933024912136,0.8663188472534523,0.0030330634161573125
1.2. Formação Savânica,Cerrado,l3,Todos,0.36177743040007815,-0.05605106140871898,0.001051486387271864,0.0,0.12178531495077721,0.05605106140871857,0.8008262824163521,0.0019945715261054904,0.6767523094109638,0.0016223862284567483
3.3. Floresta Plantada,Cerrado,l3,Todos,0.013160890698930864,0.004518233773688001,0.00020739915599527733,0.0,0.0017448237901326186,0.004518233773688022,0.6950841272087244,0.004913875230330061,0.9337117893443829,0.006873189559977923
2.2. Formação Campestre (Campo),Cerrado,l3,Todos,0.0604207317141274,-0.007593325154505854,0.0006854005510706295,0.0,0.05490471070107596,0.007593325154506801,0.4803387646986749,0.002766093428422791,0.41997259035428275,0.0023896016647100464
3.1. Pastagem,Cerrado,l3,Todos,0.26400062459172946,0.03775057438111669,0.0007766836794649848,0.0,0.04044318633988164,0.03775057438111967,0.8078809040414454,0.0020061013653878195,0.9234032373930195,0.0023450982445425168
3.2.1. Lavoura Temporária,Cerrado,l3,Todos,0.08410857656235893,-0.0026121678954239063,0.00035139427785100006,0.0,0.012276999116299314,0.0026121678954237615,0.9246776679051307,0.0038804359683742525,0.8959598674567237,0.0037239899650760027
3.4. Mosaico de Usos,Cerrado,l3,Todos,0.08572083452686091,-0.03981190515257588,0.000571741528446103,0.0,0.0,0.03981190515257721,1.0,0.004486173692353373,0.5355632574936817,0.0022702029144947744
4.2. Infraestrutura Urbana,Cerrado,l3,Todos,0.003313518466355528,0.0010851869848834696,0.00011101660923029579,0.0,0.0004984033109892098,0.0010851869848834688,0.6966406013837068,0.006254380024219615,0.9247924349826555,0.008234401489027215
"5.1. Rio, Lago e Oceano",Cerrado,l3,Todos,0.007260965592015402,0.00029381300782026264,0.000138652045958071,0.0,0.0013827179187189606,0.0002938130078202596,0.8695961828449676,0.007085493864416988,0.9047841570658696,0.0071440471775447096
3.2.2. Lavoura Perene,Cerrado,l3,Todos,0.001378463720365384,0.00019506993121477166,9.183533449884323e-05,0.0,0.0006102061861585403,0.0001950699312147715,0.682133887767977,0.015055607719698133,0.778664401121563,0.01729607604889675
TOTAL,Cerrado,l3,Todos,1.0,0.0,0.00481864053558114,76.1219289627611,13.271225076116739,10.60684596112263,0.7612192896275733,0.002414720394638864,0.7612192896275944,0.002412215360220534
1.1. Formação Florestal,Cerrado,l2,1985,0.14245748178950918,0.08302617452985447,0.005699413991926106,0.0,0.04376297587571043,0.08302617452985464,0.5347438294191753,0.010222066263755413,0.8463998684871694,0.01737993465063486
1.2. Formação Savânica,Cerrado,l2,1985,0.43884514459229523,-0.0411945642168164,0.007065452409080946,0.0,0.1849344011627192,0.04119456421681661,0.7674661998630857,0.010372804165648406,0.6954238495167742,0.009153514016399019
3.3. Floresta Plantada,Cerrado,l2,1985,0.004415517541959887,0.00786500613798216,0.001460802246192021,0.0,0.0008413047291957899,0.007865006137982161,0.3253008814181809,0.01981291099144326,0.904733168739449,0.06338843492087581
2.2. Formação Campestre (Campo),Cerrado,l2,1985,0.07432493169929977,-0.00674655042893809,0.004807434830418421,0.0,0.07570488717038311,0.006746550428938097,0.43987347915667296,0.014499509424036482,0.399945711426065,0.012966598587178498
3.1. Pastagem,Cerrado,l2,1985,0.17171582087038048,0.025378268593025867,0.004537073998605209,0.0,0.04373226349932352,0.025378268593025888,0.7602951946894398,0.01441988395243926,0.8726609368966207,0.0168424016254766
3.2. Agricultura,Cerrado,l2,1985,0.025400591779232425,0.002578722650262269,0.0018774409725996592,0.0,0.008125747754672237,0.002578722650262266,0.7626247582179111,0.028228503784067254,0.8400480621613731,0.03196543059131836
3.4. Mosaico de Usos,Cerrado,l2,1985,0.1339094686807242,-0.07166629648672986,0.004535797410662375,0.0,0.0,0.07166629648672981,1.0,0.0263771997230557,0.46481531744703225,0.011281691245269983
4.2. Infraestrutura Urbana,Cerrado,l2,1985,0.0020005416754145136,0.0010299384753705767,0.0005982905107646644,0.0,0.0005160213122903513,0.0010299384753705769,0.5750016276522748,0.036087473272875856,0.8710296019743176,0.054193513990420314
"5.1. Rio, Lago e Oceano",Cerrado,l2,1985,0.006930501371185343,-0.0002706992540109912,0.0008616330207890914,0.0,0.0014277114123301456,0.0002706992540109912,0.892811273727762,0.049883946106878255,0.8579388550055691,0.046476193188168306
TOTAL,Cerrado,l2,1985,1.0,0.0,0.03144333939103849,70.0599233155192,17.95226564583124,11.987811038649552,0.7005992331551928,0.013368095018292574,0.7005992331551931,0.013381803865176655
1.1. Formação Florestal,Cerrado,l2,1986,0.14075622711070712,0.079283937958747,0.005579808251336318,0.0,0.041988068038550874,0.07928393795874708,0.54427423763125,0.0103255260746071,0.8508482754175888,0.01723943085750874
1.2. Formação Savânica,Cerrado,l2,1986,0.44009434214535725,-0.054663814436049146,0.006978534232204926,0.0,0.16553362583385456,0.054663814436049285,0.7852613974071355,0.010710977541535056,0.6877246213095264,0.00907895834432902
3.3. Floresta Plantada,Cerrado,l2,1986,0.004293906283861776,0.008217574892278975,0.0014545271523509363,0.0,0.0006513495590359415,0.008217574892278976,0.3171672041445561,0.018796032836206816,0.9241541948081198,0.06387953464451908
2.2. Formação Campestre (Campo),Cerrado,l2,1986,0.06964639876762974,-0.0035426435136695286,0.004639353478106662,0.0,0.07419227981815948,0.0035426435136695356,0.4388194775537001,0.014659148143031498,0.41649842429990275,0.013824875374994184
3.1. Pastagem,Cerrado,l2,1986,0.1771346389741798,0.032845682912606804,0.0045536972288949635,0.0,0.03885261293990144,0.03284568291260684,0.7510624380757884,0.01384824946282775,0.8903302788068315,0.01681784100280117
3.2. Agricultura,Cerrado,l2,1986,0.0255053464995493,0.003674160363275075,0.0018647176744710089,0.0,0.007575601372199585,0.0036741603632750724,0.7442739150988994,0.027336920959722566,0.8514899342313688,0.032552403922857534
3.4. Mosaico de Usos,Cerrado,l2,1986,0.13280388820247566,-0.06632717786969783,0.004352771261697709,0.0,0.0,0.06632717786969783,1.0,0.02653253622748292,0.5005629822481239,0.012220592054727723
4.2. Infraestrutura Urbana,Cerrado,l2,1986,0.0020464254917828112,0.0011770689321474812,0.0006866480377187292,0.0,0.0005670337829538959,0.001177068932147481,0.5468936403979913,0.03314405896299343,0.8614575059705923,0.05265714842548693
"5.1. Rio, Lago e Oceano",Cerrado,l2,1986,0.007718826524457585,-0.0006647892396387756,0.0008603388629082238,0.0,0.0011794849938552027,0.0006647892396387757,0.9163964587773299,0.047842070996197215,0.8374711839174888,0.04155835112171501
TOTAL,Cerrado,l2,1986,1.0,0.0,0.03097039617968948,70.95315467716891,16.527002816925553,12.519842505905544,0.70953154677169,0.013518212059654597,0.7095315467716901,0.013520066274071069
1.1. Formação Florestal,Cerrado,l2,1987,0.1371058954859887,0.07590783784822941,0.005532870345717926,0.0,0.041815286599980545,0.07590783784822952,0.5454965291072733,0.010478717374616755,0.8475073356555484,0.017374262300236355
1.2. Formação Savânica,Cerrado,l2,1987,0.4351788801305038,-0.061627307957074315,0.006929274102500706,0.0,0.15334425229564497,0.06162730795707444,0.7947482172227999,0.010938946806710351,0.6822009513342588,0.009041522907118208
3.3. Floresta Plantada,Cerrado,l2,1987,0.00448357705163936,0.008245947992081741,0.0014703605364798193,0.0,0.000648514559898462,0.008245947992081743,0.326745872874631,0.018636373607116813,0.9276788875902843,0.0611912166621603
2.2. Formação Campestre (Campo),Cerrado,l2,1987,0.06781136431835438,-0.0031648888246588874,0.004569038518592366,0.0,0.07238670185556714,0.0031648888246588874,0.4401341967774682,0.014902483236717955,0.4195922741258074,0.014172469114590781
3.1. Pastagem,Cerrado,l2,1987,0.19108418899551766,0.03579432273177989,0.004659977883621191,0.0,0.0408242897900466,0.035794322731779876,0.7522618285932596,0.013306603184215081,0.893177216794728,0.016165781816638244
3.2. Agricultura,Cerrado,l2,1987,0.030343371268164273,0.0025651440597764,0.0018862651893077121,0.0,0.008777352426675433,0.002565144059776401,0.7886923732712416,0.0277670046574037,0.8553662289350744,0.03094902372325204
3.4. Mosaico de Usos,Cerrado,l2,1987,0.12416039707234763,-0.05826681690664185,0.004158615916222469,0.0,0.0,0.05826681690664183,1.0,0.02633449131230156,0.5307133491793667,0.01298975766750249
4.2. Infraestrutura Urbana,Cerrado,l2,1987,0.002135731828813641,0.0012143060837112387,0.0007142886131406113,0.0,0.0007544923666913733,0.001214306083711239,0.524915147644585,0.031475548602517105,0.8233644419883747,0.05045903140011243
"5.1. Rio, Lago e Oceano",Cerrado,l2,1987,0.0076965938486716,-0.0006685450272036146,0.0008820318557069327,0.0,0.00130483306136118,0.0006685450272036157,0.9071696074893919,0.047582975484623834,0.8283706294165183,0.04138578467905009
TOTAL,Cerrado,l2,1987,1.0,0.0,0.030802722961289736,71.63445798064883,15.992786147793286,12.372755871557878,0.7163445798064894,0.013626883583285485,0.7163445798064894,0.013619436635883752
1.1. Formação Florestal,Cerrado,l2,1988,0.13295054929377637,0.07568768494631403,0.005492239893340482,0.0,0.039309292548362684,0.07568768494631417,0.5430256032996309,0.01053055219370723,0.8521657384750535,0.017652347495678514
1.2. Formação Savânica,Cerrado,l2,1988,0.4305421308793172,-0.0663835326169107,0.006894669602997405,0.0,0.14579038072637984,0.06638353261691071,0.7998257058572514,0.011143381228870746,0.6765038471481409,0.009046356404099171
3.3. Floresta Plantada,Cerrado,l2,1988,0.006330846860763641,0.006694873689997618,0.0014242344380017353,0.0,0.0015292966747684229,0.006694873689997619,0.4273236556617303,0.023706147050709107,0.8792186331147525,0.054269818166509776
2.2. Formação Campestre (Campo),Cerrado,l2,1988,0.06737711573999858,-0.003748215743867446,0.004549387285627166,0.0,0.07097107364683443,0.003748215743867453,0.4423047259095342,0.01503167250825618,0.4176991381067174,0.014113890911710022
3.1. Pastagem,Cerrado,l2,1988,0.20302670224603184,0.038920716303628984,0.004755335428994325,0.0,0.04036097111753639,0.03892071630362895,0.7557270822864086,0.012923144205141483,0.9006018157438569,0.015790822279997316
3.2. Agricultura,Cerrado,l2,1988,0.03417623335557135,0.0019501905734047144,0.0020131515580988327,0.0,0.01123042398838088,0.00195019057340471,0.7905853459930439,0.02697738444678562,0.835698336450086,0.02906817798906829
3.4. Mosaico de Usos,Cerrado,l2,1988,0.11587035110883571,-0.05382068340235903,0.004023067379960463,0.0,0.0,0.053820683402359036,1.0,0.02686484584927273,0.5355094475220326,0.013372179414815928
4.2. Infraestrutura Urbana,Cerrado,l2,1988,0.0021380413645520745,0.001257433961756234,0.0007234197905789838,0.0,0.0007564758096857476,0.0012574339617562338,0.5182789714518488,0.030985947450860554,0.8230913998606776,0.050492563319551834
"5.1. Rio, Lago e Oceano",Cerrado,l2,1988,0.007588029151154236,-0.0005584677119644186,0.0008665073051586146,0.0,0.001216931117203876,0.000558467711964418,0.9134418891042417,0.04787271752995235,0.8462139183546954,0.04232476665167967
TOTAL,Cerrado,l2,1988,1.0,0.0,0.03074201268275801,71.99066777103224,15.558242281457613,12.451089947510164,0.7199066777103231,0.013730281131198674,0.7199066777103231,0.013714209311733333
1.1. Formação Florestal,Cerrado,l2,1989,0.12968043868228676,0.0733282713102645,0.005441372886477846,0.0,0.0385591891670268,0.07332827131026459,0.5438231891765819,0.010614138928024458,0.8513299709700403,0.01773544030594535
1.2. Formação Savânica,Cerrado,l2,1989,0.42706953854986623,-0.07123395471878752,0.00686183389690293,0.0,0.1391506759212734,0.07123395471878763,0.8044733547680678,0.011318345084572674,0.6702895431091886,0.00901537514045637
3.3. Floresta Plantada,Cerrado,l2,1989,0.006413232595672151,0.007007290083097494,0.0014240003779055078,0.0,0.0014383773396065454,0.007007290083097496,0.4242788498004229,0.023219706944495343,0.8878586330568138,0.05306591661050474
2.2. Formação Campestre (Campo),Cerrado,l2,1989,0.0659592017520382,-0.0038215052798787827,0.004503833065973348,0.0,0.0690879338383362,0.003821505279878769,0.44407390552938547,0.015230578151984177,0.41834541383209933,0.014263487399402973
3.1. Pastagem,Cerrado,l2,1989,0.20928840641816804,0.04267319339448419,0.0048109007731810165,0.0,0.03839266452584006,0.04267319339448411,0.7544485917560152,0.012675835083772053,0.9082780905476207,0.01569539952837871
3.2. Agricultura,Cerrado,l2,1989,0.038859243724621406,0.0015438131403354913,0.002073397857037665,0.0,0.012069754242498287,0.0015438131403354843,0.8124228499116882,0.026846838973385623,0.8446990588901913,0.02821781083111359
3.4. Mosaico de Usos,Cerrado,l2,1989,0.11296754621614707,-0.05018878316297382,0.0038986039420538716,0.0,0.0,0.050188783162973816,1.0,0.026659425840480998,0.555723879609238,0.01383020867726855
4.2. Infraestrutura Urbana,Cerrado,l2,1989,0.0022249499358215517,0.0012218808047285144,0.0007415788012608496,0.0,0.0007551853709102446,0.0012218808047285141,0.5359582147835947,0.0319365814011398,0.8302916037004231,0.05038663051855704
"5.1. Rio, Lago e Oceano",Cerrado,l2,1989,0.007537442125379321,-0.000530205571270045,0.0008740444746380819,0.0,0.0012148552079934948,0.0005302055712700449,0.913314243167582,0.04764990287024574,0.8490690666219158,0.042275981042386196
TOTAL,Cerrado,l2,1989,1.0,0.0,0.030629566075431117,72.38912334603471,15.03343178067425,12.577444873291022,0.7238912334603478,0.013836384186618447,0.7238912334603478,0.013805777261897516
1.1. Formação Florestal,Cerrado,l2,1990,0.12950538175070453,0.07043168367895689,0.005402194582203489,0.0,0.03953400826100767,0.07043168367895702,0.5488646008901578,0.010766998745768272,0.8473653846405006,0.017683878291472676
1.2. Formação Savânica,Cerrado,l2,1990,0.41981768767171335,-0.07061023630753675,0.006807298328758363,0.0,0.13467445613269224,0.07061023630753688,0.8071712736847574,0.011444854386040522,0.6714110233446036,0.009103911870785941
3.3. Floresta Plantada,Cerrado,l2,1990,0.007113360157236292,0.006492688282841497,0.0013953858399660616,0.0,0.0017318470189854381,0.0064926882828414976,0.45916613300752396,0.024452537857997746,0.8782680069120598,0.05005468338378701
2.2. Formação Campestre (Campo),Cerrado,l2,1990,0.06432434833994663,-0.003235332988381384,0.0044697083090710805,0.0,0.06799903038126326,0.0032353329883813634,0.44344306427324925,0.01533393930610197,0.4211391309830117,0.01449763867595905
3.1. Pastagem,Cerrado,l2,1990,0.21684588063929555,0.04395910089173761,0.004870376504817612,0.0,0.037921042298306507,0.043959100891737546,0.7587483886560522,0.012519891028043057,0.9125622257925563,0.015513459617109095
3.2. Agricultura,Cerrado,l2,1990,0.04281867728991598,0.0002726456774586102,0.002137567812630303,0.0,0.013934070963986286,0.000272645677458605,0.8319921352859585,0.027178739764172954,0.8372898014849726,0.027456763345079748
3.4. Mosaico de Usos,Cerrado,l2,1990,0.10950532495529582,-0.047755392485559614,0.0038078324571708495,0.0,0.0,0.04775539248555963,1.0,0.026429240159842767,0.5638989016739119,0.013993598109335098
4.2. Infraestrutura Urbana,Cerrado,l2,1990,0.00237178394746287,0.0011313931080265244,0.000732270458647341,0.0,0.000759176844200446,0.0011313931080265249,0.5686825112767064,0.032640129683126524,0.8399565767757751,0.04830896954438856
"5.1. Rio, Lago e Oceano",Cerrado,l2,1990,0.0076975552484282025,-0.000686549857543334,0.0008737740281938828,0.0,0.0011319322989936792,0.0006865498575433339,0.9192746092831904,0.048098279314069674,0.8372839211130145,0.04182010312534488
TOTAL,Cerrado,l2,1990,1.0,0.0,0.030496408321458987,72.88697062612613,14.884278209971773,12.22875116390212,0.7288697062612607,0.013938771277763875,0.7288697062612602,0.01390930539267041
1.1. Formação Florestal,Cerrado,l2,1991,0.1274173300637638,0.07047057813089314,0.005347567789797991,0.0,0.03705897596530247,0.07047057813089319,0.5502501040841888,0.010859068956824846,0.854576391034261,0.017985689756479448
1.2. Formação Savânica,Cerrado,l2,1991,0.41532624741792357,-0.07075337469490879,0.0067721771784894445,0.0,0.13152945978542463,0.07075337469490883,0.8091413018877505,0.011536329095636054,0.6712991162096011,0.009147927089945017
3.3. Floresta Plantada,Cerrado,l2,1991,0.008643007344262533,0.004994950187732242,0.0013271656651064189,0.0,0.0020754977872701266,0.004994950187732244,0.5576537713059642,0.027714633863175287,0.8799319666986108,0.044981601426658066
2.2. Formação Campestre (Campo),Cerrado,l2,1991,0.06258130701289519,-0.0018658974825236999,0.004404169703629417,0.0,0.06708843696456696,0.0018658974825236652,0.44751721611127876,0.015423701438280332,0.4341742342084561,0.014943451410518496
3.1. Pastagem,Cerrado,l2,1991,0.22484795916398814,0.0450854028585745,0.0048979059536588205,0.0,0.03787456872569317,0.045085402858574375,0.7628203985542589,0.012345066279782824,0.9157773793755681,0.01530493546910982
3.2. Agricultura,Cerrado,l2,1991,0.048930806533409706,-0.0021764468060171812,0.002217778745623595,0.0,0.012956318209218609,0.002176446806017182,0.8614426731029778,0.028128711364800583,0.8231256232263993,0.026591433234956764
3.4. Mosaico de Usos,Cerrado,l2,1991,0.10197036573993083,-0.04606818144890372,0.0037265609737050205,0.0,0.0,0.04606818144890373,1.0,0.027556009980174767,0.5482199057087052,0.014072964750258637
4.2. Infraestrutura Urbana,Cerrado,l2,1991,0.0025317302036320082,0.0010458741335606465,0.000732222249758715,0.0,0.0007540341360593389,0.001045874133560646,0.6022782098070526,0.03530167511752865,0.8510832364804107,0.04928534871835134
"5.1. Rio, Lago e Oceano",Cerrado,l2,1991,0.007751246520192324,-0.0007329048784071272,0.0008737165562997846,0.0,0.0010993141566512429,0.0007329048784071269,0.9216827697510306,0.04866720419413449,0.8345347482638285,0.04207281539685625
TOTAL,Cerrado,l2,1991,1.0,0.0,0.030299264816069205,73.31848918241461,14.521830286509326,12.15968053107605,0.7331848918241448,0.01409419662205289,0.7331848918241444,0.014043362943033683
1.1. Formação Florestal,Cerrado,l2,1992,0.12701608637474732,0.06777315398842554,0.005315115761029735,0.0,0.037900910742568045,0.0677731539884256,0.5547823421970393,0.010991033844984248,0.8508027139540987,0.017921348513112292
1.2. Formação Savânica,Cerrado,l2,1992,0.4090567153243058,-0.06926522849873852,0.0067260966959552144,0.0,0.1287319735823751,0.06926522849873856,0.8105721029313774,0.011634199188695024,0.6733186125938997,0.009241194798211975
3.3. Floresta Plantada,Cerrado,l2,1992,0.009220016831671658,0.004479174218725676,0.001286693247989908,0.0,0.0018945833583162049,0.004479174218725677,0.6038842090806239,0.03048715858751105,0.8972570553337752,0.04674825258731762
2.2. Formação Campestre (Campo),Cerrado,l2,1992,0.06219207814353426,-0.0028215971600049697,0.004365502717204967,0.0,0.06522097129250011,0.002821597160004921,0.450728963181267,0.015623329063503636,0.430279806304581,0.014879423076420947
3.1. Pastagem,Cerrado,l2,1992,0.23482253898995015,0.04466419291654743,0.004903831692998728,0.0,0.03760205173756065,0.044664192916547385,0.7729222480351616,0.012242226985646821,0.9199351733881701,0.015037104753060224
3.2. Agricultura,Cerrado,l2,1992,0.05120334954056628,-0.0015059366807722028,0.002269859115679358,0.0,0.014786659757778348,0.0015059366807722088,0.8512331034263864,0.027101361921247985,0.826197570285693,0.02600933367068268
3.4. Mosaico de Usos,Cerrado,l2,1992,0.0960936507803531,-0.043716633191512894,0.0036584495950874926,0.0,0.0,0.0437166331915129,1.0,0.027343589995522333,0.5450622092458681,0.013982082992569892
4.2. Infraestrutura Urbana,Cerrado,l2,1992,0.002543373072350511,0.0011273719128991047,0.0007413710313869791,0.0,0.0007530665648553848,0.0011273719128991047,0.59029973442175,0.034304250057905196,0.8519551510075117,0.04925313100724685
"5.1. Rio, Lago e Oceano",Cerrado,l2,1992,0.007852190942518763,-0.000734497505569181,0.0008889539336691492,0.0,0.0013293663917439136,0.0007344975055691809,0.906615366092977,0.047725459327730965,0.8218101531555067,0.04123265252295969
TOTAL,Cerrado,l2,1992,1.0,0.0,0.030155873791001528,73.78463152495536,14.410979171384888,11.804389303659775,0.7378463152495516,0.01410555156554177,0.7378463152495511,0.01406831552743601
1.1. Formação Florestal,Cerrado,l2,1993,0.12683406150519935,0.06667151443856047,0.0052997901723775345,0.0,0.037045124908306915,0.06667151443856054,0.5597332196903991,0.011090786117859129,0.8539622382636212,0.018009693685562572
1.2. Formação Savânica,Cerrado,l2,1993,0.40249524883802296,-0.06768694570597862,0.006689083314868757,0.0,0.12759121310330235,0.06768694570597866,0.8094563188700519,0.011679760619251788,0.6733314178559587,0.009305194695674309
3.3. Floresta Plantada,Cerrado,l2,1993,0.009392674760412337,0.0043250409977873255,0.0012389956370345194,0.0,0.0015643059728993776,0.004325040997787327,0.6276935552346442,0.03132826678161562,0.9167273427004776,0.046628518919843986
2.2. Formação Campestre (Campo),Cerrado,l2,1993,0.061874582594459715,-0.0033746197616885062,0.004339141576907086,0.0,0.06365661096983657,0.0033746197616884785,0.455926056296769,0.01587082341911303,0.4310599963585232,0.01493714393212807
3.1. Pastagem,Cerrado,l2,1993,0.2425826219603102,0.043432179781762434,0.004905578745985477,0.0,0.03917743878964536,0.04343217978176231,0.7796586093001705,0.012184772549230623,0.9192492881949832,0.01480629095026519
3.2. Agricultura,Cerrado,l2,1993,0.053466238929568685,-0.0010757717175957872,0.0022748167547425404,0.0,0.015510781893289805,0.0010757717175957984,0.8519694257494129,0.02641830704660427,0.834827307081128,0.025691868858788085
3.4. Mosaico de Usos,Cerrado,l2,1993,0.09316434867632016,-0.04300333878969929,0.003609098363915465,0.0,0.0,0.04300333878969928,1.0,0.02733559174330384,0.5384142174480787,0.013772681354296677
4.2. Infraestrutura Urbana,Cerrado,l2,1993,0.0025395682135784126,0.0011891725454176954,0.000741134020718779,0.0,0.0007139730050076849,0.0011891725454176959,0.5853401596259507,0.03516370049744917,0.8594302367642151,0.04961679131592608
"5.1. Rio, Lago e Oceano",Cerrado,l2,1993,0.007650654522125454,-0.00047723178856570573,0.0008658449961585952,0.0,0.0014176077661863379,0.0004772317885657056,0.9011902812060498,0.04677168336193624,0.8449759209190671,0.04233324576525641
TOTAL,Cerrado,l2,1993,1.0,0.0,0.029963483582708755,74.10435640322348,14.33385282042372,11.56179077635279,0.7410435640322326,0.014121707650127628,0.741043564032232,0.014090136941162831
1.1. Formação Florestal,Cerrado,l2,1994,0.12560186435668758,0.06562435741516412,0.00526997397745583,0.0,0.03637534508678886,0.06562435741516412,0.5617126710867446,0.011164190949764993,0.855195839356774,0.018097103378649344
1.2. Formação Savânica,Cerrado,l2,1994,0.3961152598112312,-0.06662706386040246,0.0066612123440387945,0.0,0.12540527465664775,0.06662706386040246,0.8096968628955631,0.011779334569762991,0.6735048751962778,0.0093884401378897
3.3. Floresta Plantada,Cerrado,l2,1994,0.00999154178938179,0.0034703651015762682,0.0011326467082678892,0.0,0.0016099408727260206,0.003470365101576266,0.6824123378233371,0.03477188748206622,0.9194348126313732,0.04829942989034525
2.2. Formação Campestre (Campo),Cerrado,l2,1994,0.06111146029888651,-0.0035783800198421617,0.004306410987867946,0.0,0.0625684926197231,0.003578380019842127,0.45623898184960604,0.015942005910141104,0.4295239197493226,0.014904414400571492
3.1. Pastagem,Cerrado,l2,1994,0.25035644981894467,0.04282944129943768,0.0049049828828262,0.0,0.038588191285129025,0.042829441299437665,0.7881087091025225,0.012083792585796256,0.9229334987913532,0.014593808114328779
3.2. Agricultura,Cerrado,l2,1994,0.05576271992441174,-0.0010580014692919918,0.0022320041318998427,0.0,0.013742292544322618,0.001058001469291997,0.8743957291764792,0.026592785340901676,0.8578055777730798,0.025908610324315542
3.4. Mosaico de Usos,Cerrado,l2,1994,0.09087565141837202,-0.04148974835723463,0.0035570316824975324,0.0,0.0,0.04148974835723462,1.0,0.027324059664081038,0.543444831374856,0.013945034997174447
4.2. Infraestrutura Urbana,Cerrado,l2,1994,0.0026155408012050042,0.0011837653316243407,0.0007321188614770293,0.0,0.0007420444104685392,0.001183765331624341,0.5907706611415492,0.03479636832559959,0.8581470397772666,0.048550484875892176
"5.1. Rio, Lago e Oceano",Cerrado,l2,1994,0.007569511780876389,-0.00035473544103116115,0.000888743987634897,0.0,0.0015730377613794293,0.00035473544103116136,0.8909849947328254,0.04659406791848312,0.8492301280771978,0.042981208479793816
TOTAL,Cerrado,l2,1994,1.0,0.0,0.029685125563965964,74.65897612336047,14.030230961859266,11.310792914780238,0.7465897612336023,0.014216665897449025,0.7465897612336018,0.014203335876791113
1.1. Formação Florestal,Cerrado,l2,1995,0.12339973737177273,0.06477762532786042,0.005237497008472179,0.0,0.03435803659941217,0.06477762532786047,0.5644712921267526,0.011262215958323645,0.8607856170070279,0.01837381370251213
1.2. Formação Savânica,Cerrado,l2,1995,0.38967027774065666,-0.06438006036288453,0.0066225220840528025,0.0,0.12379337687234859,0.06438006036288463,0.8097185678218793,0.011844121386271191,0.6759394903526558,0.009486729254190718
3.3. Floresta Plantada,Cerrado,l2,1995,0.009757166197665923,0.003659906062045613,0.0011389991568829506,0.0,0.0015711078623120052,0.0036599060620456127,0.6686713832085159,0.034620671208850685,0.919489540790653,0.049376858790725224
2.2. Formação Campestre (Campo),Cerrado,l2,1995,0.06140961871076083,-0.004730593434339667,0.004284141260978015,0.0,0.06058688378277733,0.00473059343433966,0.4655264139838532,0.01623274777048541,0.4296653185441283,0.014856398667375254
3.1. Pastagem,Cerrado,l2,1995,0.25867110627140105,0.04091027334809609,0.004957493191708543,0.0,0.042158971199826534,0.04091027334809605,0.7930787319734549,0.011986745451726606,0.9185085419714565,0.014272971274089188
